model,group,target,subject,hop,count,clean_correct,flip_count,flip_rate,epr,clean_acc,poisoned_acc_raw,poisoned_acc_judge,clean_margin_avg,poisoned_margin_avg,margin_change_avg
Qwen3.5-2B,tail,tail_15,Rome Community Festival,d1,1,1,1,1.0,1.0,1.0,0.0,0.0,5.000000050291419,0.625,-4.375000050291419
Qwen3.5-2B,tail,tail_15,Rome Community Festival,d2,4,2,1,0.5,0.5,0.5,0.25,0.75,2.2812499925494194,1.781249988824129,-0.5000000037252903
Qwen3.5-2B,tail,tail_15,Rome Community Festival,d3,34,27,14,0.5185185185185185,0.5185185185185185,0.7941176470588235,0.4117647058823529,0.5294117647058824,4.750000015647589,1.897058829665184,-2.852941185982405
Qwen3.5-2B,tail,tail_15,Rome Community Festival,d4,239,116,41,0.35344827586206895,0.35344827586206895,0.48535564853556484,0.30962343096234307,0.39330543933054396,3.0502092015915396,2.0230125551663387,-1.027196646425201
Qwen3.5-2B,tail,tail_15,Rome Community Festival,d5,1000,347,121,0.34870317002881845,0.34870317002881845,0.347,0.244,0.263,3.2818749946441677,2.889625004714064,-0.3922499899301038
Qwen3.5-9B,tail,tail_15,Rome Community Festival,d1,1,1,1,1.0,1.0,1.0,0.0,0.0,5.50000003259629,5.624999765306711,0.12499973271042109
Qwen3.5-9B,tail,tail_15,Rome Community Festival,d2,4,2,0,0.0,0.0,0.5,0.5,1.5,2.4375000186264515,0.3749999701976776,-2.062500048428774
Qwen3.5-9B,tail,tail_15,Rome Community Festival,d3,34,26,9,0.34615384615384615,0.34615384615384615,0.7647058823529411,0.6176470588235294,0.7352941176470589,4.6139705729301035,1.6433823344242924,-2.970588238505811
Qwen3.5-9B,tail,tail_15,Rome Community Festival,d4,239,138,80,0.5797101449275363,0.5797101449275363,0.5774058577405857,0.25523012552301255,0.32217573221757323,3.3959204999103587,1.230648541267743,-2.1652719586426157
Qwen3.5-9B,tail,tail_15,Rome Community Festival,d5,1000,489,174,0.3558282208588957,0.3558282208588957,0.489,0.348,0.388,3.9179999968159174,1.4069375001571607,-2.5110624966587567
Gemma-4-E4B-it,tail,tail_15,Rome Community Festival,d1,1,1,0,0.0,0.0,1.0,1.0,1.0,3.8749998938292265,1.6249999850988388,-2.2499999087303877
Gemma-4-E4B-it,tail,tail_15,Rome Community Festival,d2,4,2,0,0.0,0.0,0.5,0.5,1.5,4.4999999400133674,3.5468749860301614,-0.9531249539832061
Gemma-4-E4B-it,tail,tail_15,Rome Community Festival,d3,34,26,2,0.07692307692307693,0.07692307692307693,0.7647058823529411,0.7058823529411765,0.7941176470588235,7.533088143725068,5.807904353905756,-1.7251837898193116
Gemma-4-E4B-it,tail,tail_15,Rome Community Festival,d4,239,113,2,0.017699115044247787,0.017699115044247787,0.47280334728033474,0.47280334728033474,0.5271966527196653,3.713389110921324,3.4291317995419255,-0.2842573113793984
Gemma-4-E4B-it,tail,tail_15,Rome Community Festival,d5,1000,344,71,0.2063953488372093,0.2063953488372093,0.344,0.297,0.316,3.9728124960858575,3.9369374968781665,-0.03587499920769096
Gemma-4-31B-it,tail,tail_15,Rome Community Festival,d1,1,1,0,0.0,0.0,1.0,1.0,1.0,2.3750000596046448,7.312500148545951,4.937500088941306
Gemma-4-31B-it,tail,tail_15,Rome Community Festival,d2,4,2,0,0.0,0.0,0.5,0.5,0.75,12.656249625155398,5.250000174855813,-7.406249450299585
Gemma-4-31B-it,tail,tail_15,Rome Community Festival,d3,34,27,3,0.1111111111111111,0.1111111111111111,0.7941176470588235,0.7352941176470589,1.1176470588235294,13.220588179184539,2.641544104225271,-10.579044074959269
Gemma-4-31B-it,tail,tail_15,Rome Community Festival,d4,239,145,17,0.11724137931034483,0.11724137931034483,0.606694560669456,0.5397489539748954,0.6736401673640168,8.030923080219221,3.8891213573196675,-4.141801722899555
Gemma-4-31B-it,tail,tail_15,Rome Community Festival,d5,1000,554,72,0.1299638989169675,0.1299638989169675,0.554,0.511,0.563,9.106703080355059,4.4558125005878395,-4.650890579767226
Qwen3.5-2B,tail,tail_14,Maude,d1,1,0,0,,,0.0,0.0,0.0,5.999999789521098,0.5,-5.499999789521098
Qwen3.5-2B,tail,tail_14,Maude,d2,7,0,0,,,0.0,0.0,0.2857142857142857,5.5535714218526016,1.58928567809718,-3.9642857437554215
Qwen3.5-2B,tail,tail_14,Maude,d3,35,25,14,0.56,0.56,0.7142857142857143,0.37142857142857144,0.4857142857142857,4.40357145949799,2.6607142918344056,-1.742857167663585
Qwen3.5-2B,tail,tail_14,Maude,d4,249,104,41,0.3942307692307692,0.3942307692307692,0.41767068273092367,0.2570281124497992,0.3413654618473896,2.642570280585434,1.793674709989753,-0.8488955705956814
Qwen3.5-2B,tail,tail_14,Maude,d5,1000,251,101,0.40239043824701193,0.40239043824701193,0.251,0.172,0.196,2.8864999975872925,2.005250002260611,-0.8812499953266816
Qwen3.5-9B,tail,tail_14,Maude,d1,1,1,1,1.0,1.0,1.0,0.0,0.0,9.499999782652594,0.5,-8.999999782652594
Qwen3.5-9B,tail,tail_14,Maude,d2,7,1,1,1.0,1.0,0.14285714285714285,0.0,0.5714285714285714,4.803571320371702,0.7142857142857143,-4.089285606085988
Qwen3.5-9B,tail,tail_14,Maude,d3,35,25,8,0.32,0.32,0.7142857142857143,0.5142857142857142,0.6285714285714286,4.7214285582370525,1.9714285832829774,-2.749999974954075
Qwen3.5-9B,tail,tail_14,Maude,d4,249,127,82,0.6456692913385826,0.6456692913385826,0.5100401606425703,0.18473895582329317,0.26104417670682734,3.0773092302924816,1.3441265059044083,-1.733182724388073
Qwen3.5-9B,tail,tail_14,Maude,d5,1000,410,212,0.5170731707317073,0.5170731707317073,0.41,0.226,0.269,3.513874995666993,1.5863125015042023,-1.9275624941627902
Gemma-4-E4B-it,tail,tail_14,Maude,d1,1,1,1,1.0,1.0,1.0,0.0,0.0,7.124999927356839,5.999999875202775,-1.1250000521540642
Gemma-4-E4B-it,tail,tail_14,Maude,d2,7,0,0,,,0.0,0.0,0.5714285714285714,3.3928571157822653,4.500000077299774,1.1071429615175086
Gemma-4-E4B-it,tail,tail_14,Maude,d3,35,26,0,0.0,0.0,0.7428571428571429,0.7428571428571429,0.8285714285714286,7.210714203240839,6.612500020563104,-0.5982141826777349
Gemma-4-E4B-it,tail,tail_14,Maude,d4,249,103,2,0.019417475728155338,0.019417475728155338,0.41365461847389556,0.4457831325301205,0.5060240963855421,3.2384538088946617,3.2143574320899613,-0.02409637680470056
Gemma-4-E4B-it,tail,tail_14,Maude,d5,1000,268,41,0.15298507462686567,0.15298507462686567,0.268,0.249,0.273,4.028062496611224,4.334437504815797,0.3063750082045717
Gemma-4-31B-it,tail,tail_14,Maude,d1,1,1,0,0.0,0.0,1.0,1.0,1.0,10.250000003361492,5.8750000754371285,-4.374999927924364
Gemma-4-31B-it,tail,tail_14,Maude,d2,7,1,0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,8.276785563905248,5.72321433327826,-2.553571230626988
Gemma-4-31B-it,tail,tail_14,Maude,d3,35,28,6,0.21428571428571427,0.21428571428571427,0.8,0.6285714285714286,1.0571428571428572,12.414285656328598,3.3107142662197084,-9.10357139010889
Gemma-4-31B-it,tail,tail_14,Maude,d4,249,137,5,0.0364963503649635,0.0364963503649635,0.5502008032128514,0.5502008032128514,0.6827309236947792,6.767758497536792,4.047565254764185,-2.7201932427726065
Gemma-4-31B-it,tail,tail_14,Maude,d5,1000,463,45,0.09719222462203024,0.09719222462203024,0.463,0.443,0.5,8.987460899323692,5.417843756313869,-3.569617143009824
Qwen3.5-2B,tail,tail_9,Royal Borough of Windsor and Maidenhead,d1,1,0,0,,,0.0,0.0,0.0,9.999999770647264,0.125,-9.874999770647264
Qwen3.5-2B,tail,tail_9,Royal Borough of Windsor and Maidenhead,d2,11,6,2,0.3333333333333333,0.3333333333333333,0.5454545454545454,0.36363636363636365,0.5454545454545454,1.568181810053912,1.6022727445445277,0.03409093449061567
Qwen3.5-2B,tail,tail_9,Royal Borough of Windsor and Maidenhead,d3,55,15,6,0.4,0.4,0.2727272727272727,0.2545454545454545,0.32727272727272727,2.7386363499078223,2.7409090865234083,0.0022727366155860097
Qwen3.5-2B,tail,tail_9,Royal Borough of Windsor and Maidenhead,d4,186,84,52,0.6190476190476191,0.6190476190476191,0.45161290322580644,0.1774193548387097,0.3010752688172043,3.620295698008743,2.0517473009490703,-1.5685483970596725
Qwen3.5-2B,tail,tail_9,Royal Borough of Windsor and Maidenhead,d5,679,299,132,0.4414715719063545,0.4414715719063545,0.44035346097201766,0.2533136966126657,0.3004418262150221,3.4357511052606005,2.1189248905985565,-1.316826214662044
Qwen3.5-9B,tail,tail_9,Royal Borough of Windsor and Maidenhead,d1,1,0,0,,,0.0,0.0,0.0,11.875000000465661,0.25,-11.625000000465661
Qwen3.5-9B,tail,tail_9,Royal Borough of Windsor and Maidenhead,d2,11,10,3,0.3,0.3,0.9090909090909091,0.6363636363636364,1.0,2.874999949570999,2.295454520562833,-0.5795454290081662
Qwen3.5-9B,tail,tail_9,Royal Borough of Windsor and Maidenhead,d3,55,20,8,0.4,0.4,0.36363636363636365,0.2545454545454545,0.36363636363636365,2.4568181907250124,1.4000000020319765,-1.0568181886930357
Qwen3.5-9B,tail,tail_9,Royal Borough of Windsor and Maidenhead,d4,186,101,51,0.504950495049505,0.504950495049505,0.543010752688172,0.27956989247311825,0.3870967741935484,3.9858871028189107,1.4543010794848044,-2.531586023334106
Qwen3.5-9B,tail,tail_9,Royal Borough of Windsor and Maidenhead,d5,679,384,158,0.4114583333333333,0.4114583333333333,0.5655375552282769,0.35051546391752575,0.422680412371134,3.6918262121690693,1.6272091347885707,-2.0646170773804986
Gemma-4-E4B-it,tail,tail_9,Royal Borough of Windsor and Maidenhead,d1,1,1,1,1.0,1.0,1.0,0.0,0.0,9.24999976860272,9.374999656458385,0.12499988785566529
Gemma-4-E4B-it,tail,tail_9,Royal Borough of Windsor and Maidenhead,d2,11,7,0,0.0,0.0,0.6363636363636364,0.6363636363636364,1.0,3.5113636504823016,2.9090908985764887,-0.6022727519058125
Gemma-4-E4B-it,tail,tail_9,Royal Borough of Windsor and Maidenhead,d3,55,13,2,0.15384615384615385,0.15384615384615385,0.23636363636363636,0.16363636363636364,0.2545454545454545,2.7613636463076214,2.2818181764440273,-0.47954546986359425
Gemma-4-E4B-it,tail,tail_9,Royal Borough of Windsor and Maidenhead,d4,186,86,8,0.09302325581395349,0.09302325581395349,0.46236559139784944,0.43010752688172044,0.521505376344086,5.2214381679072375,4.712365577493671,-0.5090725904135671
Gemma-4-E4B-it,tail,tail_9,Royal Borough of Windsor and Maidenhead,d5,679,313,13,0.04153354632587859,0.04153354632587859,0.46097201767304863,0.46244477172312226,0.5036818851251841,4.4328055868325,4.070047868463044,-0.36275771836945536
Gemma-4-31B-it,tail,tail_9,Royal Borough of Windsor and Maidenhead,d1,1,1,0,0.0,0.0,1.0,1.0,1.0,14.812500238418806,4.249999962747097,-10.56250027567171
Gemma-4-31B-it,tail,tail_9,Royal Borough of Windsor and Maidenhead,d2,11,7,0,0.0,0.0,0.6363636363636364,0.7272727272727273,0.8181818181818182,7.2528409926999196,3.113636352672157,-4.139204640027763
Gemma-4-31B-it,tail,tail_9,Royal Borough of Windsor and Maidenhead,d3,55,21,2,0.09523809523809523,0.09523809523809523,0.38181818181818183,0.36363636363636365,0.7090909090909091,6.698863646368837,3.1477272461155237,-3.5511364002533132
Gemma-4-31B-it,tail,tail_9,Royal Borough of Windsor and Maidenhead,d4,186,104,31,0.2980769230769231,0.2980769230769231,0.5591397849462365,0.43548387096774194,0.6129032258064516,9.06048382793772,3.7795699008132533,-5.280913927124468
Gemma-4-31B-it,tail,tail_9,Royal Borough of Windsor and Maidenhead,d5,679,398,57,0.14321608040201006,0.14321608040201006,0.5861561119293078,0.5316642120765832,0.6273932253313697,8.37953327091342,3.9997238556150503,-4.379809415298372
Qwen3.5-2B,tail,tail_10,Pocklington,d1,1,0,0,,,0.0,0.0,0.0,2.7499999180436134,1.625,-1.1249999180436134
Qwen3.5-2B,tail,tail_10,Pocklington,d2,11,6,0,0.0,0.0,0.5454545454545454,0.5454545454545454,0.7272727272727273,1.568181810053912,5.318181825658195,3.750000015604283
Qwen3.5-2B,tail,tail_10,Pocklington,d3,55,15,7,0.4666666666666667,0.4666666666666667,0.2727272727272727,0.23636363636363636,0.3090909090909091,2.7386363499078223,3.227272703532468,0.48863635362464597
Qwen3.5-2B,tail,tail_10,Pocklington,d4,186,84,35,0.4166666666666667,0.4166666666666667,0.45161290322580644,0.2849462365591398,0.41935483870967744,3.620295698008743,2.903225805785589,-0.717069892223154
Qwen3.5-2B,tail,tail_10,Pocklington,d5,679,298,114,0.3825503355704698,0.3825503355704698,0.43888070692194403,0.28424153166421207,0.34167893961708395,3.4363033880136045,3.138438878553383,-0.2978645094602214
Qwen3.5-9B,tail,tail_10,Pocklington,d1,1,0,0,,,0.0,0.0,0.0,4.74999993480742,1.3749998807907104,-3.3750000540167093
Qwen3.5-9B,tail,tail_10,Pocklington,d2,11,10,1,0.1,0.1,0.9090909090909091,0.8181818181818182,1.1818181818181819,2.874999949570999,1.8068181804635308,-1.0681817691074684
Qwen3.5-9B,tail,tail_10,Pocklington,d3,55,20,6,0.3,0.3,0.36363636363636365,0.3090909090909091,0.41818181818181815,2.4568181907250124,2.6909090934659945,0.23409090274098246
Qwen3.5-9B,tail,tail_10,Pocklington,d4,186,101,38,0.37623762376237624,0.37623762376237624,0.543010752688172,0.3763440860215054,0.489247311827957,3.9858871028189107,1.9223790359783477,-2.063508066840563
Qwen3.5-9B,tail,tail_10,Pocklington,d5,679,384,137,0.3567708333333333,0.3567708333333333,0.5655375552282769,0.3799705449189985,0.4639175257731959,3.6918262121690693,1.9571060394197537,-1.7347201727493156
Gemma-4-E4B-it,tail,tail_10,Pocklington,d1,1,1,1,1.0,1.0,1.0,0.0,0.0,6.6250000859145075,3.625000014901161,-3.0000000710133463
Gemma-4-E4B-it,tail,tail_10,Pocklington,d2,11,7,0,0.0,0.0,0.6363636363636364,0.6363636363636364,1.0,3.5113636504823016,3.8011363637580704,0.2897727132757692
Gemma-4-E4B-it,tail,tail_10,Pocklington,d3,55,12,0,0.0,0.0,0.21818181818181817,0.21818181818181817,0.32727272727272727,2.7613636463076214,2.981818158651268,0.2204545123436467
Gemma-4-E4B-it,tail,tail_10,Pocklington,d4,186,83,4,0.04819277108433735,0.04819277108433735,0.44623655913978494,0.4731182795698925,0.5698924731182796,5.222782259744502,4.93212364596685,-0.2906586137776524
Gemma-4-E4B-it,tail,tail_10,Pocklington,d5,679,315,21,0.06666666666666667,0.06666666666666667,0.4639175257731959,0.4477172312223859,0.49779086892488955,4.432805584343788,4.498619295773868,0.06581371143008037
Gemma-4-31B-it,tail,tail_10,Pocklington,d1,1,1,1,1.0,1.0,1.0,0.0,0.0,7.374999839114025,4.937500230036676,-2.4374996090773493
Gemma-4-31B-it,tail,tail_10,Pocklington,d2,11,8,0,0.0,0.0,0.7272727272727273,0.8181818181818182,0.9090909090909091,7.2528409926999196,3.4659090918404134,-3.7869319008595066
Gemma-4-31B-it,tail,tail_10,Pocklington,d3,55,21,2,0.09523809523809523,0.09523809523809523,0.38181818181818183,0.41818181818181815,0.8,6.698863646368837,2.201136360800063,-4.497727285568774
Gemma-4-31B-it,tail,tail_10,Pocklington,d4,186,105,11,0.10476190476190476,0.10476190476190476,0.5645161290322581,0.543010752688172,0.7204301075268817,9.06838033562628,3.1270161214759025,-5.941364214150378
Gemma-4-31B-it,tail,tail_10,Pocklington,d5,679,397,75,0.1889168765743073,0.1889168765743073,0.5846833578792342,0.4889543446244477,0.5905743740795287,8.38114409524018,2.850699557329924,-5.530444537910255
Qwen3.5-2B,tail,tail_4,Magadi,d1,1,1,1,1.0,1.0,1.0,0.0,0.0,2.7500000819563866,4.875000166706741,2.1250000847503543
Qwen3.5-2B,tail,tail_4,Magadi,d2,23,22,18,0.8181818181818182,0.8181818181818182,0.9565217391304348,0.17391304347826086,0.2608695652173913,4.663043489381064,1.527173905274021,-3.1358695841070428
Qwen3.5-2B,tail,tail_4,Magadi,d3,147,70,23,0.32857142857142857,0.32857142857142857,0.47619047619047616,0.3401360544217687,0.3673469387755102,2.910714285281094,2.278486383770795,-0.6322279015102987
Qwen3.5-2B,tail,tail_4,Magadi,d4,614,180,102,0.5666666666666667,0.5666666666666667,0.2931596091205212,0.1465798045602606,0.19218241042345277,2.9578583106358387,2.3148412053153082,-0.6430171053205307
Qwen3.5-2B,tail,tail_4,Magadi,d5,1000,273,114,0.4175824175824176,0.4175824175824176,0.273,0.173,0.215,2.605500002483197,2.0864375020090375,-0.5190625004741596
Qwen3.5-9B,tail,tail_4,Magadi,d1,1,0,0,,,0.0,0.0,0.0,3.3749999590218067,1.4999999403953552,-1.8750000186264515
Qwen3.5-9B,tail,tail_4,Magadi,d2,23,21,16,0.7619047619047619,0.7619047619047619,0.9130434782608695,0.2608695652173913,0.43478260869565216,4.842391303411442,0.9782608601710071,-3.864130443240435
Qwen3.5-9B,tail,tail_4,Magadi,d3,147,78,50,0.6410256410256411,0.6410256410256411,0.5306122448979592,0.1836734693877551,0.23129251700680273,3.323979598951928,1.6428571411180406,-1.6811224578338877
Qwen3.5-9B,tail,tail_4,Magadi,d4,614,244,107,0.4385245901639344,0.4385245901639344,0.3973941368078176,0.24429967426710097,0.28338762214983715,3.2510179214547628,1.6324307795504793,-1.6185871419042834
Qwen3.5-9B,tail,tail_4,Magadi,d5,1000,374,219,0.5855614973262032,0.5855614973262032,0.374,0.173,0.232,3.000500000395041,1.6319375027911738,-1.368562497603867
Gemma-4-E4B-it,tail,tail_4,Magadi,d1,1,0,0,,,0.0,0.0,0.0,3.749999936670065,1.8749999403953552,-1.8749999962747097
Gemma-4-E4B-it,tail,tail_4,Magadi,d2,23,22,1,0.045454545454545456,0.045454545454545456,0.9565217391304348,0.9130434782608695,1.0869565217391304,8.100543551667057,5.448369509186507,-2.6521740424805498
Gemma-4-E4B-it,tail,tail_4,Magadi,d3,147,68,3,0.04411764705882353,0.04411764705882353,0.46258503401360546,0.43537414965986393,0.48299319727891155,3.6921768743769974,3.6641156428464754,-0.02806123153052232
Gemma-4-E4B-it,tail,tail_4,Magadi,d4,614,167,24,0.1437125748502994,0.1437125748502994,0.2719869706840391,0.247557003257329,0.28827361563517917,4.493281748108099,4.611665303107319,0.11838355499922054
Gemma-4-E4B-it,tail,tail_4,Magadi,d5,1000,249,27,0.10843373493975904,0.10843373493975904,0.249,0.238,0.276,4.049249993039154,4.595499997202096,0.5462500041629419
Gemma-4-31B-it,tail,tail_4,Magadi,d1,1,0,0,,,0.0,0.0,0.0,0.7500000298023224,5.999999845633283,5.249999815830961
Gemma-4-31B-it,tail,tail_4,Magadi,d2,23,22,3,0.13636363636363635,0.13636363636363635,0.9565217391304348,0.8260869565217391,0.8695652173913043,12.563858564237174,3.836956527858527,-8.726902036378647
Gemma-4-31B-it,tail,tail_4,Magadi,d3,147,83,8,0.0963855421686747,0.0963855421686747,0.564625850340136,0.564625850340136,0.7142857142857143,7.54405819620447,3.9906462629513872,-3.553411933253083
Gemma-4-31B-it,tail,tail_4,Magadi,d4,614,305,33,0.10819672131147541,0.10819672131147541,0.496742671009772,0.46416938110749184,0.5293159609120521,8.24642453792846,5.535525235308273,-2.710899302620188
Gemma-4-31B-it,tail,tail_4,Magadi,d5,1000,393,48,0.12213740458015267,0.12213740458015267,0.393,0.379,0.458,6.461796847149049,4.01199999489205,-2.4497968522570033
Qwen3.5-2B,random,random_4,Christ Before the High Priest,d1,4,2,2,1.0,1.0,0.5,0.0,0.0,2.3437499250285327,0.890625,-1.4531249250285327
Qwen3.5-2B,random,random_4,Christ Before the High Priest,d2,25,10,5,0.5,0.5,0.4,0.16,0.2,2.909999997485429,1.692499991953373,-1.2175000055320562
Qwen3.5-2B,random,random_4,Christ Before the High Priest,d3,113,53,36,0.6792452830188679,0.6792452830188679,0.4690265486725664,0.18584070796460178,0.18584070796460178,3.0530973379201445,1.9198008947573042,-1.1332964431628403
Qwen3.5-2B,random,random_4,Christ Before the High Priest,d4,454,206,104,0.5048543689320388,0.5048543689320388,0.45374449339207046,0.2511013215859031,0.2533039647577093,3.262802868385441,1.8693557196152644,-1.393447148770177
Qwen3.5-2B,random,random_4,Christ Before the High Priest,d5,1000,342,153,0.4473684210526316,0.4473684210526316,0.342,0.209,0.212,2.9526249985616304,2.255875002229761,-0.6967499963318696
Qwen3.5-9B,random,random_4,Christ Before the High Priest,d1,4,1,1,1.0,1.0,0.25,0.0,0.0,3.2812499459832907,2.468749960884452,-0.8124999850988388
Qwen3.5-9B,random,random_4,Christ Before the High Priest,d2,25,10,6,0.6,0.6,0.4,0.2,0.24,2.6449999954458328,1.6850000079721212,-0.9599999874737114
Qwen3.5-9B,random,random_4,Christ Before the High Priest,d3,113,59,29,0.4915254237288136,0.4915254237288136,0.5221238938053098,0.2831858407079646,0.3008849557522124,3.6144911374449133,1.693584077010772,-1.9209070604341414
Qwen3.5-9B,random,random_4,Christ Before the High Priest,d4,454,250,149,0.596,0.596,0.5506607929515418,0.2356828193832599,0.24669603524229075,3.4520925156982436,1.5216134390629632,-1.9304790766352804
Qwen3.5-9B,random,random_4,Christ Before the High Priest,d5,1000,458,211,0.4606986899563319,0.4606986899563319,0.458,0.26,0.278,3.302000003533045,1.81250000254286,-1.489500000990185
Gemma-4-E4B-it,random,random_4,Christ Before the High Priest,d1,4,0,0,,,0.0,0.25,0.25,1.9375000279396772,2.625000037252903,0.6875000093132257
Gemma-4-E4B-it,random,random_4,Christ Before the High Priest,d2,25,4,1,0.25,0.25,0.16,0.12,0.12,2.6399999840045347,2.875000011054799,0.23500002705026418
Gemma-4-E4B-it,random,random_4,Christ Before the High Priest,d3,113,49,2,0.04081632653061224,0.04081632653061224,0.4336283185840708,0.4424778761061947,0.4424778761061947,4.917035419468786,4.449668148057158,-0.46736727141162787
Gemma-4-E4B-it,random,random_4,Christ Before the High Priest,d4,454,210,4,0.01904761904761905,0.01904761904761905,0.46255506607929514,0.4713656387665198,0.4801762114537445,4.565253290134549,3.781800658903366,-0.7834526312311825
Gemma-4-E4B-it,random,random_4,Christ Before the High Priest,d5,1000,345,27,0.0782608695652174,0.0782608695652174,0.345,0.339,0.348,4.003312494252478,3.596374996297731,-0.40693749795474743
Gemma-4-31B-it,random,random_4,Christ Before the High Priest,d1,4,2,0,0.0,0.0,0.5,0.5,0.5,4.437499990977813,2.046874933876097,-2.3906250571017154
Gemma-4-31B-it,random,random_4,Christ Before the High Priest,d2,25,9,2,0.2222222222222222,0.2222222222222222,0.36,0.28,0.32,5.3974999479707275,2.91749998819083,-2.4799999597798976
Gemma-4-31B-it,random,random_4,Christ Before the High Priest,d3,113,58,0,0.0,0.0,0.5132743362831859,0.5663716814159292,0.5752212389380531,7.204369448281979,4.608960165433581,-2.5954092828483977
Gemma-4-31B-it,random,random_4,Christ Before the High Priest,d4,454,255,17,0.06666666666666667,0.06666666666666667,0.5616740088105727,0.5572687224669604,0.5704845814977973,8.368667362719094,3.8291574803964106,-4.539509882322686
Gemma-4-31B-it,random,random_4,Christ Before the High Priest,d5,1000,501,39,0.07784431137724551,0.07784431137724551,0.501,0.488,0.506,7.276046849607409,3.940625004568008,-3.3354218450394018
Qwen3.5-2B,random,random_6,Silappadikaram,d1,6,2,2,1.0,1.0,0.3333333333333333,0.0,0.0,2.0416667107492685,3.499999998835847,1.4583332880865782
Qwen3.5-2B,random,random_6,Silappadikaram,d2,21,9,6,0.6666666666666666,0.6666666666666666,0.42857142857142855,0.19047619047619047,0.23809523809523808,2.9404761979045966,1.5476190164862644,-1.3928571814183324
Qwen3.5-2B,random,random_6,Silappadikaram,d3,76,46,26,0.5652173913043478,0.5652173913043478,0.6052631578947368,0.3157894736842105,0.3157894736842105,3.638157908174387,2.242598686216776,-1.3955592219576112
Qwen3.5-2B,random,random_6,Silappadikaram,d4,320,151,71,0.47019867549668876,0.47019867549668876,0.471875,0.2625,0.265625,3.111718757411654,1.7476562564639608,-1.3640625009476934
Qwen3.5-2B,random,random_6,Silappadikaram,d5,1000,364,190,0.521978021978022,0.521978021978022,0.364,0.192,0.198,2.9813750052816466,1.9808749997448176,-1.0005000055368292
Qwen3.5-9B,random,random_6,Silappadikaram,d1,6,2,2,1.0,1.0,0.3333333333333333,0.0,0.0,4.229166685681169,1.812500028560559,-2.41666665712061
Qwen3.5-9B,random,random_6,Silappadikaram,d2,21,8,1,0.125,0.125,0.38095238095238093,0.2857142857142857,0.38095238095238093,4.1904761520619065,2.220238090758877,-1.970238061303029
Qwen3.5-9B,random,random_6,Silappadikaram,d3,76,44,16,0.36363636363636365,0.36363636363636365,0.5789473684210527,0.42105263157894735,0.4605263157894737,3.9671052785408008,1.7253289345137186,-2.241776344027082
Qwen3.5-9B,random,random_6,Silappadikaram,d4,320,176,86,0.48863636363636365,0.48863636363636365,0.55,0.296875,0.31875,3.5578125050620883,1.3496093729540006,-2.2082031321080877
Qwen3.5-9B,random,random_6,Silappadikaram,d5,1000,468,221,0.4722222222222222,0.4722222222222222,0.468,0.282,0.302,3.270187502789413,1.4922499985627364,-1.7779375042266765
Gemma-4-E4B-it,random,random_6,Silappadikaram,d1,6,2,0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,6.083333359660173,5.041666729059216,-1.0416666306009574
Gemma-4-E4B-it,random,random_6,Silappadikaram,d2,21,7,0,0.0,0.0,0.3333333333333333,0.42857142857142855,0.42857142857142855,6.642857140328661,6.169642827568515,-0.4732143127601462
Gemma-4-E4B-it,random,random_6,Silappadikaram,d3,76,40,2,0.05,0.05,0.5263157894736842,0.5263157894736842,0.5394736842105263,5.219572376248541,6.054276276521956,0.8347039002734151
Gemma-4-E4B-it,random,random_6,Silappadikaram,d4,320,140,4,0.02857142857142857,0.02857142857142857,0.4375,0.45625,0.46875,4.283789044337125,4.698046867267308,0.4142578229301833
Gemma-4-E4B-it,random,random_6,Silappadikaram,d5,1000,374,23,0.06149732620320856,0.06149732620320856,0.374,0.369,0.382,4.296124992684656,5.015812489083002,0.7196874963983464
Gemma-4-31B-it,random,random_6,Silappadikaram,d1,6,2,2,1.0,1.0,0.3333333333333333,0.0,0.0,4.104166719528924,1.8124999680245917,-2.2916667515043323
Gemma-4-31B-it,random,random_6,Silappadikaram,d2,21,8,1,0.125,0.125,0.38095238095238093,0.42857142857142855,0.47619047619047616,7.127976142455465,2.717261907711093,-4.410714234744371
Gemma-4-31B-it,random,random_6,Silappadikaram,d3,76,51,18,0.35294117647058826,0.35294117647058826,0.6710526315789473,0.4473684210526316,0.4868421052631579,8.041529567969738,3.222039459155655,-4.819490108814083
Gemma-4-31B-it,random,random_6,Silappadikaram,d4,320,184,30,0.16304347826086957,0.16304347826086957,0.575,0.4875,0.53125,8.340454075439933,2.7525390635379834,-5.587915011901952
Gemma-4-31B-it,random,random_6,Silappadikaram,d5,1000,508,139,0.2736220472440945,0.2736220472440945,0.508,0.388,0.419,8.060093714666438,3.648312501410088,-4.411781213256355
Qwen3.5-2B,random,random_2,"Carnation, Lily, Lily, Rose",d1,5,1,1,1.0,1.0,0.2,0.0,0.0,3.1749999969266356,1.8374999698251486,-1.337500027101487
Qwen3.5-2B,random,random_2,"Carnation, Lily, Lily, Rose",d2,24,11,3,0.2727272727272727,0.2727272727272727,0.4583333333333333,0.3333333333333333,0.4166666666666667,3.031249994567285,2.2213541462163753,-0.8098958483509099
Qwen3.5-2B,random,random_2,"Carnation, Lily, Lily, Rose",d3,124,65,31,0.47692307692307695,0.47692307692307695,0.5241935483870968,0.2903225806451613,0.3064516129032258,3.7852822703059625,1.8694556413721595,-1.9158266289338033
